id,name,category,brand,img-url,price,desc,net-weight,can-weight,count
7c19960b-d00f-44fd-86e1-cbd0c584c8ec,Divvy Pink Gas 7g Dried Flower,HYBRID,Divvy,,39.75,"From the plugs who brought you some of your everyday faves, Divvy's got you with Pink Gas. A cross of 33 Splitter and Peach Ozz, Pink Gas has big resinous buds and gives you a strong fuel aroma off the flower with gassy and gelato terpenes. Expect high THC and bang for your buck in this 14g bag from the Divvy crew.",7,7,3
28eb812c-8d9a-44ef-bfbb-54782e2d2fe8,Event Horizon 3.5g Dried Flower,HYBRID,SPACE RACE CANNABIS,,27.75,"Step into the gravitational pull of Event Horizon, the Hybrid 3.5g dried flower that unveils the mysteries of the universe. Immerse yourself in a cosmic experience as you explore the flavors and aromas of this meticulously cultivated strain. Journey beyond the boundaries of ordinary consciousness and enter a realm where relaxation and inspiration merge. Let Event Horizon be your guide as you venture into the abyss, embracing the cosmic energy that awaits within each bud.",3.5,3.5,12
fe75ac25-91f0-4a3d-8367-d0d354463ad1,Manic Mango 10g Milled Flower,HYBRID,DAB BODS,,28,"Dab Bods Manic Mango Milled Flower is a crazy course grind combination of some of premium flower tangled up with some pretty energetic Mango enhancements. This combination includes 10 grams of milled flower and enough natural botanical terpenes to make anyones mind race! This is our hybrid strain of sour mango - a cross between Sour Diesel and Mango Haze and is ready to smoke. Want something a little different? Mix it with your old flower, mix it with your new! Let the mania begin...",10,10,13
8c28700c-efd2-44ee-93a6-55a0aa2826a6,Rainbow Oz 4 x 7g Milled Flower,HYBRID,SHRED,https://res.cloudinary.com/get-greenline/image/upload/v1693241865/bba5sqbx0ksjwsxuhvzw.jpg,107.25,"Here at SHRED, we're all about solving problems. Not math problems, but problems like 'What SHRED blend should I buy?'. Well, strain your brain no further... introducing SHRED's Rainbow Oz: the easiest way to stock up on ALL of our pre-milled blends - Tropic Thunder, Gnarberry, Funk Master & Dessert Storm. SHRED's Rainbow Oz. is a big ol' pouch that contains four (4) colourful 7g pouches inside, of our best-selling blends. Four distinct aromatic pre-milled blends, 20%+ THC in one handy 1 oz. package. Problem solved.",28,28,6
b2bf3a96-7d6f-4fd9-93a4-0eea431b78bc,Tangerine Dream 1g Dried Flower,HYBRID,Choice Growers,,8.25,"Tangerine Dream is a palate pleasing sativa dominant hybrid with flavorful notes of citrusy sweetness offset by pungent and earthy aromas. A well balanced cross between G13, Afghani, and Neville's A5 Haze, Tangerine Dream looks just as good as it tastes, featuring large dense buds blanketed in dazzling trichomes. Satisfyingly potent and flavorful, Tangerine Dream is unforgettable and an all around crowd pleaser.",1,1,8
43a0bf07-6ae7-4c8b-8906-58840f85f9da,WindMill Hybrid 7g - Milled Flower,HYBRID,Windmill,,28.5,"Check out our latest Pheno Hunt winners that have been carefully selected by our Master Grower and grow team. Based on flavour profile, terpenes and of course THC levels, these are the best of the best, just for you. With dozens of new genetics in the works, we've found some winners not found anywhere else. These truly are one-of-a-kind strains we know you're going to love. We're including not only strain names, but also get harvest date as well as packaging date. With all this information you can be assured you're getting the best and freshest cannabis all the time. Don't miss a single strain, with top notch Sativa's, Indica's and Hybrids, there is something for everyone and every time of the day. Whether you're into flower, pre-rolls or milled, we got you covered. You asked for it, you got it!",7,7,1
a774c2b6-512e-409f-9e7b-ebc88416c6a5,Afghaniskunk 7g Dried Flower,INDICA,Canaca,https://res.cloudinary.com/get-greenline/image/upload/v1696962955/sokopjcd9c8gtxpov67g.jpg,39.5,"Afghaniskunk is an indica lover's paradise with ludicrous amounts of fruity, sweet and sour flavours and 22-28% THC potency. Explore 7g's of classic Skunk #1 x Afghani genetics and their oversized light green buds ablaze with orange pistils and golden trichomes. Afghaniskunk is hang dried, hand trimmed and carefully cured for an ultra-potent experience with irresistible sweet, sour and skunk aromas with a consistently smooth smoke and salt and pepper ash. The bold and dominant caryophyllene, myrcene and farnesene terpenes provide eye-popping aromas and smile-inducing flavours perfect for a potently Canadian journey.",7,7,12
38479c16-3932-4945-8fbd-328d3fa49b8b,Atomic Sour Grapefruit 28g Dried Flower,INDICA,Spinach,https://res.cloudinary.com/get-greenline/image/upload/v1703168915/mhivcfu0jg2sxkdsifhh.jpg,122,"Boom go the terpenes! Get ready for a hit of rocket fuel with a cultivar that traces its lineage back to Chemdawg and SFV OG Kush. This next-level strain packs powered up potency and grapefruit flavours at near nuclear levels. Terpenes like Limonene, Linalool, and Terpineol have never delivered such an over-the-top and explosive sour-citrus aroma profile.",28,28,6
1e39a5c1-a3ba-4670-8551-6c58a43a9031,D. Burger 28g Dried Flower,INDICA,The Original Fraser Valley Weed Co.,,91.25,"Like a backyard BBQ with some extra gas for good measure. Donny Burger is gassy, pungent, and deliciously savoury -- think grilled cheese and dark garlic in a bulk bag. This high-quality hybrid THC strain is a cross of GMO and Han Solo Burger. An ounce of dense green buds with tufts of orange pistils, our Donny Burger's unmistakable bud is hand-harvested in BC's best growing region, the Fraser Valley.",28,28,5
1c1c82ca-e66d-465f-84fc-02e072c41335,Dab Bods Indica 10g Milled Flower,INDICA,Bubble Bump,,28,Value packs of you favorite flower all milled up for convenient use. 10grams of milled flower with strain names readily provided on packaging. Economically priced quality flower. Indica Strains.,10,10,11
d7b4d68b-4f52-4062-ac97-849b6971d493,Death Star 14 g Whole Flower,INDICA,Versus,https://res.cloudinary.com/get-greenline/image/upload/v1685036775/ucawtgvmkgdzxstqrqju.jpg,58.5,"Versus Death Star is an indica dominant flower, delivering pungent diesel and sweet skunky flavours.",14,14,6
97a7a967-f6b9-4302-a931-25b5f7b0d56d,Death Star 28 g Whole Flower,INDICA,Versus,https://res.cloudinary.com/get-greenline/image/upload/v1685036775/byurioxcxjnefq6iaofb.jpg,89.5,"Versus Death Star is an indica dominant flower, delivering pungent diesel and sweet skunky flavours.",28,28,6
b18603b8-2d8a-41aa-9423-ae27f9312e03,Grand Daddy Purps 3.5g Dried Flower,INDICA,Good Supply,https://res.cloudinary.com/get-greenline/image/upload/v1673369939/epikhh92iuqiijxoiy2s.jpg,20.75,"With grape power comes grape responsibility. Thankfully that responsibility is crushing some Grand Daddy Purps, a powerhouse indica with over 20% THC and grape and berry aromas. It's like giving your taste buds a purple nurple, thanks to the dominant caryophyllene, pinene and humulene terps. You'll want to cosplay as a grape jelly sandwich after you've laid eyes on this sweet frosty purple treat that's dappled in orange hairs. Complex aromas and compact buds await from this famous indica cross of Mendo Purps, Skunk and Afghanistan. You down with GDP? Good.",3.5,3.5,12
43044151-eba2-425c-9466-ac5bdb8718a8,Mellow Man 3.5g Dried Flower,INDICA,FIGR,https://res.cloudinary.com/get-greenline/image/upload/v1703168953/uvepoquhqyitr1us2zcp.jpg,24.75,"Chill out with the Mellow Man! With bright citrusy notes and a down-to-earth finish, this mellow man is bound to be your new best bud! This indica-leaning strain borrows its smooth taste, and punchy cherry notes from its parent strains Ice Cream Cake and Cherry Pie. FIGR dried flower products are hand selected to ensure dense, high-quality buds are in every package.",3.5,3.5,9
1026817d-673b-4e4c-96f0-6bb6d51c228d,Panda Puff 3.5g Dried Flower,INDICA,Back Forty,https://res.cloudinary.com/get-greenline/image/upload/v1664456390/hnyztmahnhyaokobxbks.jpg,21.75,"Picking up Back Forty's Panda Puff flower from Kaiser Chief will have you wondering if you just whipped up a batch of the best peanut butter cookies you've ever had... trail snacks anyone? With a Peanut Butter Breath x Gelato heritage, this Indica will have you fueled up on Myrcene, Caryophyllene, Cedrene, Bisabolol and Limonene. There's no better way to take a trip and explore the back forty.",3.5,3.5,12
24085a39-efdf-417b-8a3c-15c045e89ead,Pink Diesel 71 14g Dried Flower,INDICA,San Rafael 71,https://res.cloudinary.com/get-greenline/image/upload/v1680787780/wjai47upvfbxa4hfvtok.jpg,78.75,"Pink Diesel '71 is a premium strain crossbred from 2 of San Rafael '71's most popular, fan-favourite strains: Pink Kush and Driftwood Diesel. The result is a pungent, powerful and 100% original indica with combined flavour notes of gas, lavender, and spice. Pink Diesel '71 is cultivated under the highest quality standards using hang-drying, hand-finishing, and hand-bottling for an excellent finished product. Every jar includes a humidity packet to ensure maximum freshness.",14,14,6
be43caf9-4d3a-41c0-88a0-2b07af5df036,Pop N' Pour Melonade 3.5g Milled Flower,INDICA,Super Toast,https://res.cloudinary.com/get-greenline/image/upload/v1700060676/b21fqs2vtr4yiqmqlgtg.jpg,21,"Pop n' pour it. 3.5g of freshly ground potent indica nugs flavour-charged with sweet melon and tangy lemonade. Fluffy, sticky ground flower with all the flavour and none of the mess. Packed in a convenient tube to lock in freshness. Always ready to pour right into your bowl or paper.",3.5,3.5,12
d3375ce3-eeaf-46bb-8471-1ac7c0c7ff85,The Za 7g Dried Flower,INDICA,endgame,https://res.cloudinary.com/get-greenline/image/upload/v1703168949/mo2jrqs2ycqm4qyfixhk.jpg,43.5,"The Za is that fire you've been looking for. We looked through many packs and met alot of growers before we found 'The Za'. Whole plant hang dried and expertly cured, this indoor flower represents some of the best value this industry has to offer.",7,7,1
6ba63ab6-da94-4c08-a1e7-2f5ad88f11f1,Mood Ring High CBD36 27.5g Oil,OILS,Mood Ring,,32.5,"Mood Ring High CBD Oil combines organic extra virgin olive oil and 1000mg of CBD per 27.5g (30ml) bottle. We utilize our patented cold ethanol extraction process to create a full spectrum concentrate that preserves the terpene profile and provides a natural, earthy aroma and flavor. Our Mood Ring High CBD Oil is vegan-friendly, non-GMO and packaged in an eco-friendly glass bottle.",27.5,0.41,6
2e50698f-e0c3-45c7-ada7-28031887bf05,Mood Ring High THC Oil,OILS,Mood Ring,,32.4,"Mood Ring High THC Oil combines organic extra virgin olive oil and 30mg/g of THC per 27.5g (30ml) bottle. It uses a patented cold ethanol extraction process to create a full-spectrum concentrate that preserves the terpene profile and provides a natural, earthy aroma and flavour. Mood Ring High THC Oil is vegan-friendly, non-GMO, and packaged in an eco-friendly glass bottle.",27.5,0.41,5
5b022b00-a801-4c94-b62c-2f98dcc3df0d,Solei Balance OIL 30ml Oil,OILS,Solei,,30.5,"For those seeking a balanced oil, Solei Balance Plus offers a bright new option. Featuring three times the potency of Solei's Balance oil at 15mg THC and 15mg CBD per mL, for those times when you're looking for a little bit more. Made with Solei's sungrown cannabis and diluted into RSPO certified MCT oil, this flavourless and smoke-free potency THC:CBD oil is a versatile way to find balance. The high potency and graduated dispenser make it easy to get the right dose one drop at a time, with no heat required.",30,0.41,4
5c4b4696-bc56-46bd-b522-9071bdb65914,AAA Indica Hiway 2 x 1g Pre-Rolls,PREROLLS,Hiway,https://res.cloudinary.com/get-greenline/image/upload/v1678489457/ezicjiwmkj98yihw1qww.jpg,10.25,"Hiway's two-pack of 1-gram joints are Indica-dominant and chosen from a variety of plants to always ensure you get a consistent THC range. Evenly rolled for a smooth burn, these joints are ready when you are.",2,2,23
776e7ee6-4d1e-4e3e-b36a-1a1775ea059e,AAA Sativa Hiway 2 x 1g Pre-Rolls,PREROLLS,Hiway,https://res.cloudinary.com/get-greenline/image/upload/v1678489457/wz76a6ffi47x42ias1ny.jpg,10.25,"Hiway's two-pack of 1-gram joints are Sativa-dominant and chosen from a variety of plants to always ensure you get a consistent THC range. Evenly rolled for a smooth burn, these joints are ready when you are.",2,2,22
3288a8a1-06c1-4d73-a86e-dce20a92738a,Animal Face Cookies 1 x 1g Blunt,PREROLLS,Wink,https://res.cloudinary.com/get-greenline/image/upload/v1657040027/bcyhw3pel98pff0dpus9.jpg,10.75,"WINK CRAFT ANIMAL FACE COOKIES, now available in a 1x1g pre-rolled blunt, is the perfect taster option for our cult classic strain Animal Face Cookies. For the true connoisseur looking for a unique, grower-exclusive phenotype of Face Off OG x Animal Mints x GSC. High terps are guaranteed in these beautifully dense nugs, covered in a healthy dose of milky-white trichomes with sweet aromas and flavours like a bowl of your favourite fruity cereals! Our partners at Papers Craft Cannabis have a combined 25 years of growing experience and grow in a state-of-the-art hydroponic indoor facility where they hand-trim, hang-dry, and jar-cure all their flower.",1,1,20
4cdb9160-24f7-42b9-8149-4edca75b716c,Animal Rntz 10 x 0.4g Pre-Rolls,PREROLLS,Redees Hemp'd,https://res.cloudinary.com/get-greenline/image/upload/v1696962949/l4imagtxna2bjrsjp21h.jpg,24.75,"Animal Runtz is an indica dominant strain that is the result of primarily crossing Animal Cookies and Runtz. True to its lineage, Animal Runtz has a fruity tartness along with a sweet and sour aroma informed by high levels of caryophyllene, limonene, trans-ocimene and alpha bisabolol. Sporting dense tight buds, this potent strain achieves remarkable THC levels between 26-32%. Animal Runtz by Redecan is improved through conscientious care and attention given to each plant through every stage of growth and harvested at its peak, expertly cured and hand trimmed to ensure the highest level of quality. Now available in perfectly packed at 0.4g per pre-roll and come in a 10-pack that's Redee to be enjoyed. Now in rolled in hemp paper!",4,4,10
58255490-ef78-4799-997f-2402d7751ccb,Apollo 1 x 0.4g Pre-Roll,PREROLLS,SPACE RACE CANNABIS,,4.65,"GREAT PRICE - GREAT QUALITY. Apollo is a rotating single strain Hybrid PRJ that is designed to increase a retailer's basket size. Using a handpicked selection of Canada's top craft producers Space Race Cannabis is able to continually improve its products. Apollos are hand twisted with best in-class, even burning papers that create an optimum consumer experience at a fantastic price.",0.4,0.4,40
e75e06a6-a66e-4cb7-854d-37db9dd1f3b2,Area 51 10 x 0.3g Pre-Rolls,PREROLLS,Pure Sunfarms,,21.5,"Rolled and ready to spark 10-pack of pre-rolls made with all-natural BC-grown whole flower -- no trim and no shake. Each pre-roll is packed with Area 51, a unique and herbaceous hybrid, featuring notes of fresh herbs, black pepper and gas. Conveniently portioned for single-use sessions. Made of natural paper, each joint is finished with a twisted end to prevent spillage and act as a wick. Just light and enjoy.",3,3,2
d5b3c809-c726-4fdc-b6ce-ec86f992787f,Berrylicious Electric Dartz 10x0.4g Super Slim Pre-Rolls,PREROLLS,DAB BODS,,21.25,"Dab Bods Berrylicious Electric Dartz is a power pack of (x10) 0.4g cigarette style Pre-Rolls amplified with the enhancement of natural terpenes. Overflowing with killer indica leaning hybrid strain of Berry OG, these dartz are charged! Aromas of wildberries and sweet cream drift out of each joint.",4,4,4
af42e201-2920-413c-ad6e-18c272ff0701,Black Mamba 3 x 0.5g Pre-Rolls,PREROLLS,Ritual Sticks,https://res.cloudinary.com/get-greenline/image/upload/v1668628282/mivtwqamvwotxb71txvw.jpg,13.75,"Black Mamba is a potent, heavy hitting indica-dominant hybrid that is believed to be an exotic cross of Mint Chocolate Chip and The Cube. Black Mamba has dense, solid buds caked in trichomes that are purple and green in colour. This particular phenotype has a strong, unique aroma, reminiscent of over-ripe mangoes and creamy, tangy yogurt, that intensifies when given a light squeeze. Great looking, great tasting, complete satisfaction; Ritual Sticks are held to the highest of standards. Using only the same top-quality, whole flower you have learned to expect from us. Our pre-roll joints are proudly filled with Ritual Green premium cannabis, wrapped in all natural, hand rolled Futurola straight slims, the thinnest papers on the market.",1.5,1.5,10
2fcf4df5-bb58-4a6a-81a4-5224db09f441,Blue Dream 1 x 0.5g Pre-Roll,PREROLLS,Station House,https://res.cloudinary.com/get-greenline/image/upload/v1649191134/owlbocj27v4sms2jj43z.jpg,5.1,"Classic Station House pre-rolls are made from whole flower Blue Dream - a strong sativa that comes from crossing Blueberry and Haze. Blue Dream offers crisp, fresh and energizing aromas of berries, citrus and herbs. Machine rolled and packed just right for the perfect burn, every time. Precisely weighed and machine-rolled for an ideal, even burn. Quality cannabis, everyday fares.",0.5,0.5,4
ffeed698-1d87-4ddf-9455-f2002995a7be,Bubble Bath 10 x 0.35g Pre-Rolls,PREROLLS,Qwest 35's,https://res.cloudinary.com/get-greenline/image/upload/v1710860272/gyukynh4wiltmd8fhcno.jpg,24.75,"Qwest was born from a deep appreciation for the plant and its process. We are here for the journey every grower undertakes with each new harvest, and we respect that even with the most familiar cultivars there's always opportunity to go beyond the ordinary. Bubble Bath is full of gas, pine and citrus in this caked cultivar that looks like it just got out of the suds. Light some candles because Bubble Bath is potent, flavourful and uniquely special.",3.5,3.5,12
2a204cda-b37b-4b13-8194-0d720024de4e,Cherry Electric Dartz 10x0.4g Super Slim Pre-Rolls,PREROLLS,DAB BODS,https://res.cloudinary.com/get-greenline/image/upload/v1693241856/m5q7yeh0hv11pemfshsk.jpg,21.25,"Dab Bods Cherry Electric Dartz bring to you a cheeky blast of flavour in a easy to consume package of cigarette style Pre-Rolls. Loaded with the popular strain and aromas of Zweet Cherry OG and an extra pop of flavour from a natural terpene enhancement, this 10 pack of 0.4g Pre-Rolls is a hit for our busy consumers.",4,4,8
d73078cd-18d0-474a-bcda-5650493f1794,Chunk Dawg 1 x 1g Pre-Roll,PREROLLS,Terp Town Collective,https://res.cloudinary.com/get-greenline/image/upload/v1674486935/wzvxaiep1r2gqouoxxfu.jpg,11.8,"Wildly complex and incredibly potent, Chunk Dawg is a monster indica blend of an East Coast Panama Chunk (East Coast Sour Diesel x [Panama Red x Deep Chunk]) paired with an I-95 (Triangle Kush x Legend OG/Stardawg IX strain). The aroma and flavour are matched perfectly, expect thick velvety clouds with an intense blend of rubber, diesel, icing, and pine. Always whole buds, stash in stash out.",1,1,13
00457361-496b-457f-8416-c39fed1b23d7,Cold Creek Kush 10 x 0.4g Pre-Rolls,PREROLLS,Redecan,https://res.cloudinary.com/get-greenline/image/upload/v1634840219/cplealedf8wavrfjyk63.jpg,21,"Redees by Redecan are an unparalleled pre-roll experience that just got even more convenient. The Redecan King Pack offers 1oz of your favourite Redecan strains, pre-rolled in our signature cigarette-style packaging and sealed in packs of ten to guarantee freshness. Thoughtfully designed for personal use at 0.4g, Redees by Redecan are rolled with all bud, no shake. Each Redecan King Pack contains 70 Cold Creek Kush Redees. Cold Creek Kush is a potent sativa-dominant hybrid, widely celebrated for its dank, spicy, herbal flavour resembling a damp rainforest with notes of earth, wood, sour and pine.",4,4,10
32e16477-5dc3-4fa7-bb05-8a2952535ee3,Crab Cakes 3 x 0.5g  Pre-Rolls,PREROLLS,SKOSHA,,14.25,Crab Cakes Pre-Rolls by SKOSHA is a potent Sativa-Dominant cross of Snow Lotus x GSC which offers a creamy flavor profile that you expect from a cookies strain along with bright notes of fruit and berries. These pungent Pre-Rolls are wrapped in all natural papers by Canadian Lumber Papers.,1.5,1.5,10
65ae9391-8ef5-4493-a275-b24df8e5213a,Death Star BOLD 3 x 0.5g Pre-Rolls,PREROLLS,BOLD,https://res.cloudinary.com/get-greenline/image/upload/v1680787780/n7xvvghbofxicajsaaev.jpg,19.25,"Death Star is a powerful cross of Sensi Star and Sour Diesel. This pungent, high THC indica dominant strain will captivate you with its sticky buds and strong, skunky aroma of diesel, earth and pine. Whole flower and hand finished, just the way your pre-rolls should be. BOLD Craft Cannabis is indoor grown, small batch, hang dried, slow cured and hand trimmed.",1.5,1.5,9
52a8b1ab-d25d-45ea-92de-8f73550c6609,Discovery 2 x 1g Pre-Rolls,PREROLLS,SPACE RACE CANNABIS,,15,"Uncover a world of possibilities with Discovery, our Hybrid 2x1g pre-roll pack. Each perfectly rolled pre-roll is a gateway to an extraordinary experience. With a rotating selection of Hybrid strains, this pack invites you to delve into the depths of creativity, relaxation, and self-discovery.",2,2,12
b054077c-cbf7-4570-a394-42b597acdf35,Electric Lettuce Solo 1 x 0.5 g Pre-Roll,PREROLLS,Natural History,https://res.cloudinary.com/get-greenline/image/upload/v1703168890/lrupya8xj1gyxdomh8kj.jpg,5.4,"Electric Lettuce Solo pre rolls are the perfect solution for smokers on the go. Featuring rotating single strain cultivars at a value price. Each tube contains one half gram expertly rolled joint. All Natural History flower is thoughtfully hung to dry, hand trimmed and cured for a minimum of 21-30 days.",0.5,0.5,5
47ad66d7-3b9f-4336-a513-e34d1ae91180,Er'What Multi-Pack 12 x 0.3g Pre-Rolls,PREROLLS,Er'What,,24.5,"Introducing the Assorted Multi Pack, a thrilling journey into Er'What strains. Immerse yourself in a delightful rotation of top-notch options, carefully curated for your enjoyment. Experience the captivating variety with 4 units of an indica strain, 4 units of a sativa strain, and 4 units of a hybrid strain-all in one package. Elevate your cannabis experience with this exclusive assortment.",3.6,3.6,12
64a747c5-707a-4fb0-b375-29816605c46f,Ethosglue 10 x 0.5g Pre-Rolls,PREROLLS,Countryside Cannabis,,32.3,"Countryside Cannabis's Ethos Glue pre-roll ten pack is made with our gorgeous Original Glue crossed with Black Fire F1. Expect a similar structure and aromas as Original Glue with pungent earthy, skunky, and sour notes. Countryside pre-rolls come in 10 packs, grown and packaged entirely in house in St. Thomas Ontario. Boveda hydration sachet included to keep everything at the optimal humidity for consumption 62%.RH.",5,5,12
c902f126-49d0-4fef-b70a-ee421bc133a8,Freedom 4 x 0.5g Pre-Rolls,PREROLLS,Freedom Cannabis,,12.9,"Freedom Cannabis' Freedom X Showcase Series helps shine a light on the smaller craft producers located in Western Canada. Freedom will work with a new producer every couple of months to assist them to get their amazing craft cannabis to market. These four conical pre-rolls (two craft producer pre-rolls and two Freedom Cannabis pre-rolls) are hand made ensuring a consistent, smooth smoke.  Let's shine a light on amazing cannabis!",2,2,24
2e04ac17-19f1-4a81-b074-4449b412eddc,Galaxy Skippers 2 x 0.4g Pre-Rolls,PREROLLS,SPACE RACE CANNABIS,,9.2,"GREAT PRICE - GREAT QUALITY. Galaxy Skippers have arrived to bring you cannabis of the future at the prices of old. Galaxy Skipper are rotating single strain Sativa PRJs that are designed to increase a retailer's basket size. Using a handpicked selection of Canada's top craft producers Space Race Cannabis is able to continually improve its products. Galaxy Skipper are hand twisted, individually weighed and used best in-class papers for an even and smooth burn.",0.8,0.8,39
8d88ed26-7f57-472b-86fb-c52f50b6c3f1,Ghost Train Haze 1 x 0.5g Pre-Roll,PREROLLS,Station House,https://res.cloudinary.com/get-greenline/image/upload/v1695154811/rj0cnfdf5van7fhtxyqz.jpg,5.1,"Ghost Train Haze single Pre-Roll is perfect for the solo traveler. A sativa with crisp, fresh and energizing aromas of citrus and florals. This powerful sativa is distinguished by dense buds blanketed in white, crystal-capped trichomes. Ghost Train Haze comes in a convenient pop-top tube. Perfectly rolled every time for a smooth burn. Quality cannabis, everyday fares.",0.5,0.5,4
52ee5e5f-b3e5-49b1-8bb3-97e2a87bff21,Glueberry Redees 10x0.4g Pre-Rolls,PREROLLS,Redecan,https://res.cloudinary.com/get-greenline/image/upload/v1677258837/z4xdqj3prhetai7zs5f4.jpg,21,"Glueberry OG is an evenly-balanced hybrid strain characterized by bright green buds, orange pistils and frosty white trichomes. With high levels of myrcene, caryophyllene, and farnesene in its terpene profile, Glueberry OG exudes a sweet, fruity and earthy aroma. Derived from crossing OG Kush, Gorilla Glue and Blueberry strains, this triple threat lineage packs a punch with THC levels between 14-20%. Now available in perfectly packed at 0.4g per Pre-Roll and come in a 10-pack that's Redee to be enjoyed.",4,4,9
88f47eb9-4c39-40a5-a311-98332eac8ddd,Gnarberry Dartz 10 x 0.40 g Pre-Rolls,PREROLLS,SHRED,https://res.cloudinary.com/get-greenline/image/upload/v1686850984/ewou2twox9ui7ds7p2e0.jpg,20.5,"SHRED is back with a new way to enjoy your fav curated blends. Our Gnarberry Dartz take one of our classic aromatic blends, which is known for dreamy berry and fruity aromas, and stuffs it into 10 x 0.40g straight rolls. These smooth-burning Pre-Rolls come in a handy cardboard carrying case to prevent those Dartz from getting smooshed.",4,4,6
84baa5ad-f2ad-495e-b00c-1411036250c2,Jealousy x Apples & Bananas  12x0.5g Pre-Rolls,PREROLLS,Truro,,38.49,"Jealousy X Apples & Bananas Pre-Rolls by Truro Cannabis are a potent legacy Indica Dominant Hybrid.  Jealousy is a 50/50 Hybrid strain produced by crossing Sherbert Bx1 with Gelato 41.  Compound Genetics and Cookies collaborated to create Apples & Bananas: a combination of a Platinum Cookies and Granddaddy Purple Hybrid with a Blue Power male. They crossed the resulting Hybrid with Gelatti to create Apples & Bananas. Flavour profile is earthy and gassy with hints of spice. Jealousy X Apples & Bananas Pre-Rolls are produced from the whole flower of our best-in-class batches, and we have refined our mixing and milling processes to mirror the high quality and THC levels of our popular whole flower products.  All Truro Pre-Rolls are weighed and hand-packaged in 100% recyclable tubes for a best-in-class craft pre-roll experience.",6,6,4
01270ed6-68bd-4883-b7e2-4afd2c7ffcbf,Leigh OG 5 x 0.5g Pre-Rolls,PREROLLS,Castle Rock Farms,,23.5,"With a sweet scent and unique colour, this genetic comes from Vancouver Island, British Columbia. A classic Indica, these buds are large and dense. Whatever is not green or purple is definitely a trichome.",2.5,2.5,1
305f2742-d340-4bd9-8df5-56738211a796,Panda Puff 10 x 0.35g Pre-Rolls,PREROLLS,Back Forty,https://res.cloudinary.com/get-greenline/image/upload/v1670959309/rio0ttxnm604pvw0hc0o.jpg,22.25,"Perfect for impromptu hangs with your pals, these slim machine-rolled offer big hits of flavour and an even burn. Panda Puff from Kaiser Chief is a rich and dreamy Indica with a Peanut Butter Breath x Gelato Acai heritage. Get freshly baked with pre-rolls that have been packed with a re-sealable film to ensure freshness after multiple sessions or on the go, 40s were made for sharing. Take a trip, explore the Back Forty.",3.5,3.5,11
b73fa1ec-0cdd-4f41-845f-f2ef353c746a,Pick Me Up 10 x .5 g Pre-Rolls,PREROLLS,Castle Rock Farms,,37,This Sativa strain is a cross of Unicorn Poop x Animal Face. This sweet gassy strain has a amazingly powerful nose with a sweet kick. The buds grow frosty and dense with a unique shape similar to the Unicorn Poop genetic.,5,5,12
d4b99359-26d6-4481-b68d-246f908c7763,Pie + Cookies Combo Pack 20 x 0.35g Pre-Rolls,PREROLLS,Back Forty,https://res.cloudinary.com/get-greenline/image/upload/v1695154819/vcc0ieznynfy5yer0ab8.jpg,43.25,"Why settle for one pack of 40s when you can have two? Introducing Back Forty's Pie + Cookies Combo Pack - two packs of 40s in one convenient pack. Enjoy the unique tangy, citrus taste of our Mandarin Cookies 40s, a cross of classic Cookies strain and Mandarin Sunset with a hint of sweet nuttiness on exhale. Or try our Wedding Pie pre-rolls, a sweet and spicy cross of Wedding Cake and Grape Pie. Our 40s are machine-rolled with precision for a consistent, even burn with enhanced airflow and flavour. Plus, our re-sealable film packaging keeps them fresh for multiple sessions on-the-go.",7,7,12
7df2f1d1-7783-457c-a40f-d10774cdff3f,Pineapple Express Electric Dartz 10x0.4g Super Slim Pre-Rolls,PREROLLS,DAB BODS,https://res.cloudinary.com/get-greenline/image/upload/v1670959299/ub8z8pzyw5lxdco4ii6a.jpg,21.25,"Dab Bods Electric Dartz bring to you an explosion of flavour in an easy to consume cigarette style Pre-Roll. Sharing with you a delicious pineapple aroma in a sativa leaning hybrid strain of Pineapple Express this is sure to leave you with a far out tropical haze. We have homogeonized our 'AAA' milled flower with a mix of all natural terpenes, making these little darts anything but a Pre-Roll. Each package contains (x10) 0.4g perfectly packed joints to consume individually or to share with friends.",4,4,8
fff48eea-3308-4d11-ad4c-6d48c0e993cb,Pink Kush 1x1g Pre-Rolls,PREROLLS,Pure Sunfarms,https://res.cloudinary.com/get-greenline/image/upload/v1710860223/ozdtsnqi3t31bcj0htrp.jpg,8.5,"A full gram of Pure Sunfarms Pink Kush, rolled and ready to spark. Packed with pure, potent BC-grown whole flower - no trim, no shake. This iconic indica is a phenotype of the legendary OG Kush from Vancouver Island. BC bud at its finest. Made with natural paper and finished with a twisted end to prevent spillage and act as a wick. A potent full-session Pre-Roll, nestled into a reusable, recyclable tube.",1,1,11
847994ad-f32c-48e7-9d26-11cc71b0cf84,Root Beer Float 1 x 1.0 g Blunt,PREROLLS,BOLD,https://res.cloudinary.com/get-greenline/image/upload/v1685036727/aqbxzxjsxnof22hxiads.jpg,14.8,"BOLD Root Beer Float Blunt brings you our high potency craft flower in a 1x1g blunt! Root Beer Float is a rare indica strain created through crossing XXX OG and Vanilla Kush, wrapped in a tobacco-free blunt wrap. Enter into a sweet hazy, earthy bliss with hints of lemon and pine aroma. Enjoy the classic Root Beer flavour combined with frothy vanilla notes.",1,1,9
